Date,MMM_p,MMM_r,AXP_p,AXP_r,AAPL_p,AAPL_r,BA_p,BA_r,CAT_p,CAT_r,CVX_p,CVX_r,CSCO_p,CSCO_r,KO_p,KO_r,DWDP_p,DWDP_r,XOM_p,XOM_r,GE_p,GE_r,GS_p,GS_r,HD_p,HD_r,IBM_p,IBM_r,INTC_p,INTC_r,JNJ_p,JNJ_r,JPM_p,JPM_r,MCD_p,MCD_r,MRK_p,MRK_r,MSFT_p,MSFT_r,NKE_p,NKE_r,PFE_p,PFE_r,PG_p,PG_r,TRV_p,TRV_r,UNH_p,UNH_r,UTX_p,UTX_r,VZ_p,VZ_r,V_p,V_r,WMT_p,WMT_r,DIS_p,DIS_r
5/7/2014,128.598969,0.013194264,83.001747,0.020439367,75.966072,-0.003505443,117.6399,0.001919635,92.28582,0.007194667,108.313957,0.010032034,20.241192,0.006580457,36.304871,0.010319537,46.619713,0.008313924,89.919968,0.004276314,23.437519,0.012898477,147.825745,0.006321405,71.196594,-0.004401102,166.207016,0.001956644,23.6245,0.006467482,91.042137,0.013970936,49.04166,0.01322287,90.873505,0.009955047,49.669106,-0.022488795,35.827518,0.009174096,34.316639,-0.000969293,25.350607,-0.00515544,72.914482,0.011763427,83.610474,0.013153111,73.289909,0.034605274,106.895561,0.007727943,40.485775,0.013184018,49.527496,0.016133426,70.986183,0.005530989,75.981293,-0.009174449
5/8/2014,128.316467,-0.002199184,83.605537,0.007248094,78.46003,0.032302504,117.838455,0.001686397,92.568077,0.003053841,107.335739,-0.00907235,20.373947,0.006537241,36.145123,-0.00440989,46.327862,-0.006279926,89.23101,-0.007691405,23.358013,-0.00339802,149.612717,0.012015887,71.168869,-0.000389491,165.864578,-0.002062435,23.597626,-0.001138195,90.672226,-0.004071351,49.322941,0.005719167,90.864616,-9.78221E-05,48.770721,-0.018252977,36.027473,0.005565529,34.730263,0.011981101,25.481638,0.00515544,72.976662,0.000852416,83.766541,0.001864856,72.330376,-0.013178753,106.996132,0.000940392,40.814049,0.008075683,50.049587,0.010486264,71.650871,0.009320058,77.221001,0.016184288
5/9/2014,128.781174,0.003615027,83.813065,0.002479152,78.133118,-0.00417531,118.316788,0.00405101,92.67392,0.001142754,107.284279,-0.000479545,20.373947,0,36.269363,0.003431361,46.384354,0.001218653,89.511986,0.003143913,23.340342,-0.000756815,149.422562,-0.00127179,71.778481,0.008529234,166.89183,0.006174218,23.561787,-0.001519909,91.042137,0.004071351,49.005371,-0.006459403,91.738052,0.009566593,49.10873,0.006906666,35.936584,-0.002525957,34.920433,0.005460691,25.359339,-0.00481105,73.180954,0.002795504,83.821625,0.000657373,72.386818,0.000780032,106.968712,-0.000256304,40.805626,-0.000206396,50.028225,-0.000426908,72.115257,0.00646032,77.552208,0.004279907
5/12/2014,130.129684,0.010416884,84.586708,0.009188236,79.105858,0.012372917,119.670517,0.011376603,93.679535,0.01079266,107.46447,0.001678157,20.524408,0.007357835,36.224995,-0.00122404,47.184574,0.017104813,89.75782,0.002742616,23.720219,0.016144527,151.656342,0.014838775,72.295753,0.007180662,169.078079,0.013014736,23.6245,0.002658104,90.690262,-0.003872457,49.586079,0.011780225,91.675667,-0.000680265,49.179893,0.001448042,36.327396,0.010816338,35.481445,0.015937753,25.446701,0.003439043,72.594742,-0.008042701,84.500999,0.008072328,73.129974,0.010214113,108.468208,0.013920736,40.536282,-0.006622539,50.239441,0.004213049,72.069725,-0.000631578,77.996994,0.005718926
5/13/2014,129.774338,-0.002734442,84.048935,-0.00637795,79.229965,0.001567643,120.437637,0.006389809,94.517525,0.008905511,107.9879,0.004858903,20.232344,-0.0143323,36.482357,0.007079424,47.118671,-0.001397683,89.871964,0.001270881,23.782059,0.002603666,152.35022,0.004564896,71.37207,-0.01285877,168.744446,-0.001975198,23.696175,0.003029334,91.14138,0.004961941,49.558842,-0.000549438,92.272812,0.006492547,49.58905,0.008285182,36.995552,0.018225522,35.462433,-0.000535973,25.507849,0.002400101,72.488136,-0.001469588,85.299751,0.009408179,73.412201,0.003851824,108.568794,0.000926902,40.275352,-0.006457756,50.324875,0.001699092,72.060616,-0.000126399,77.675247,-0.004133652
5/14/2014,129.018097,-0.005844399,83.454567,-0.007096813,79.244637,0.000185165,120.022491,-0.003452933,93.970634,-0.005802938,108.476982,0.004518819,20.188087,-0.002189834,36.287121,-0.005365889,47.259884,0.002992483,89.810501,-0.000684129,23.640711,-0.005961205,151.561264,-0.005192023,70.485352,-0.012501701,165.697784,-0.018219866,23.588665,-0.004547343,91.00605,-0.001485939,49.322941,-0.004771383,91.827171,-0.004841303,50.140533,0.01105968,36.830807,-0.004463047,34.982243,-0.013633321,25.420492,-0.003430588,72.097321,-0.00540602,85.06105,-0.002802301,72.593788,-0.011210795,107.806107,-0.00704971,40.410023,0.003338179,50.1814,-0.002855048,71.696404,-0.005067061,76.577484,-0.014233544
5/15/2014,128.45314,-0.004388513,82.64325,-0.009769225,78.57077,-0.008539991,118.416046,-0.013474913,92.612183,-0.01456163,107.144287,-0.0123616,21.400614,0.058326935,35.958775,-0.009089742,45.763004,-0.032185825,88.484703,-0.014872216,23.499359,-0.005997124,148.890289,-0.017780207,70.4207,-0.000917661,163.713455,-0.012047877,23.301981,-0.012227922,90.843658,-0.001786003,48.551704,-0.015760016,91.354797,-0.00515744,49.713577,-0.008551648,36.245026,-0.016032484,34.677971,-0.008735946,25.385548,-0.001375585,71.528862,-0.007915854,84.803978,-0.003026782,71.944717,-0.008981349,106.317474,-0.013904652,40.367943,-0.001041868,49.605129,-0.011550204,69.95726,-0.024556109,75.848808,-0.009561101
5/16/2014,128.589874,0.0010639,82.548897,-0.001142343,79.730362,0.01465072,118.055061,-0.003053103,93.529572,0.009856965,106.599091,-0.005101418,21.568771,0.007826868,36.287121,0.009089742,46.111332,0.007582741,88.449593,-0.00039687,23.561199,0.002628105,148.69072,-0.001341275,71.455215,0.014583636,164.240265,0.003212712,23.131762,-0.007331727,90.7444,-0.001093222,48.370239,-0.003744564,91.925217,0.006224594,49.695786,-0.000357934,36.45554,0.005791278,35.1534,0.013616698,25.437962,0.002062589,71.351212,-0.002486702,84.99678,0.002270921,72.10463,0.002220254,105.2883,-0.009727354,41.302231,0.022880538,50.169445,0.01131194,70.121162,0.002340147,76.075935,0.002989996
5/19/2014,129.081848,0.003818615,83.133827,0.007060874,80.675102,0.011779535,118.542397,0.004119543,92.965027,-0.006054296,106.400047,-0.001868966,21.551071,-0.000820968,36.12738,-0.004411858,46.450249,0.007323093,88.563744,0.001289745,23.508196,-0.002252123,149.869354,0.007895497,70.660851,-0.011179204,164.187607,-0.000320667,23.328859,0.008484526,90.798546,0.000596509,48.842052,0.009706935,90.989388,-0.010232503,50.122746,0.008554776,36.38232,-0.002010494,35.414883,0.007410814,25.577728,0.005479348,70.995911,-0.004992047,85.171211,0.002050104,72.622002,0.007149675,105.692612,0.003832693,41.369564,0.001628924,50.300953,0.002617847,69.756935,-0.005207789,76.700516,0.00817645
5/20/2014,127.769829,-0.01021625,82.162086,-0.011757728,80.691116,0.00019848,116.944984,-0.013567075,89.586563,-0.037018026,106.010605,-0.003666882,21.347507,-0.009490549,36.012028,-0.003198033,46.826828,0.008074461,88.388153,-0.001984619,23.234327,-0.011718329,148.614655,-0.008407193,72.009415,0.018905189,162.334991,-0.011347673,23.328859,0,90.446671,-0.003882866,48.742245,-0.002045555,90.49028,-0.005500443,49.81142,-0.006230642,36.318241,-0.00176282,34.830109,-0.016649942,25.551527,-0.001024893,71.262383,0.003746317,85.079414,-0.001078375,72.114044,-0.007019123,103.928329,-0.016833477,40.948719,-0.010224914,49.717506,-0.011666919,68.91925,-0.012081313,76.738365,0.000493343
5/21/2014,128.94783,0.00917747,82.888527,0.008802702,80.904602,0.002642225,118.190445,0.010593662,90.750946,0.012913555,107.447174,0.013460186,21.666126,0.014815062,36.269363,0.007120397,47.01511,0.004012753,89.582214,0.013418851,23.40218,0.007198383,151.466248,0.019006067,72.120247,0.001537949,163.651978,0.008080042,23.472202,0.00612565,91.249657,0.008838827,49.105179,0.0074184,91.408295,0.010093788,50.327332,0.010304034,36.931484,0.01674429,35.281757,0.012883818,25.831064,0.010880719,71.493317,0.003235376,85.253853,0.002048209,73.111183,0.013732527,105.527222,0.015267431,41.386402,0.010631845,50.238781,0.010430154,68.89193,-0.000396485,77.779343,0.013474103
5/22/2014,128.626968,-0.00249141,83.162125,0.003295359,81.032707,0.001582156,118.984634,0.006697095,90.927376,0.001942225,106.98851,-0.004277877,21.577621,-0.004093314,36.012028,-0.007120397,46.864487,-0.003208858,89.11689,-0.005207917,23.419847,0.000754645,151.941513,0.003132849,72.766823,0.0089253,163.02858,-0.003816565,23.427408,-0.001910208,91.722054,0.005163618,49.495338,0.007913975,91.310226,-0.001073444,50.24728,-0.001591893,36.70266,-0.00621518,35.600311,0.008988342,25.909683,0.003038961,71.635445,0.001986017,85.391563,0.00161399,73.694397,0.007945435,105.711021,0.001740206,41.622082,0.005678471,50.064232,-0.003480437,68.64608,-0.003575016,77.930748,0.001944704
5/23/2014,129.387863,0.005898089,83.75647,0.007121406,81.948097,0.01123322,119.499062,0.004314163,91.765366,0.009173828,106.763512,-0.002105225,21.70153,0.005726052,36.012028,0,47.711769,0.017917915,88.958847,-0.001775009,23.419847,0,152.23616,0.001937335,73.136292,0.005064591,163.256882,0.001399401,23.55283,0.005339364,91.740242,0.000198275,49.47718,-0.00036693,90.90918,-0.0044018,50.531914,0.005648681,36.720966,0.000498641,36.061478,0.01287083,25.761179,-0.005748091,71.519966,-0.001613338,85.253853,-0.00161399,74.0989,0.005473916,106.170448,0.004336648,41.866173,0.00584733,50.709854,0.01281343,68.84639,0.002913762,78.848694,0.011710164
5/27/2014,129.662857,0.002123091,86.218788,0.028974691,83.48262,0.018552383,121.087425,0.013204283,91.456619,-0.003370199,106.30484,-0.004305404,21.86969,0.007718895,36.18063,0.004670899,47.947132,0.00492089,88.993958,0.00039461,23.472857,0.002260907,153.766495,0.010002186,73.607361,0.00642032,162.238403,-0.006258047,23.9291,0.015849308,91.585793,-0.001684966,50.030666,0.011124584,91.230042,0.003523265,50.425175,-0.002114543,36.785038,0.001743314,36.422802,0.009969803,25.866003,0.004060812,71.129158,-0.005479304,85.83223,0.006761265,74.418755,0.004307306,106.455322,0.002679583,41.765163,-0.002415603,51.290909,0.011393273,68.828178,-0.000264566,79.246147,0.005028043
5/28/2014,129.653687,-7.07244E-05,85.907463,-0.003617407,83.266457,-0.002592675,121.231827,0.001191833,90.777397,-0.007454428,106.027931,-0.002608256,21.967047,0.004441807,36.012028,-0.004670899,48.737934,0.016358672,88.730568,-0.002964028,23.552368,0.003381635,153.737915,-0.000185884,73.598129,-0.00012543,160.745789,-0.00924271,24.081402,0.00634455,91.122452,-0.005071933,50.311939,0.005606267,90.285286,-0.010409749,50.167221,-0.005128709,36.620293,-0.004488646,36.261143,-0.00444828,25.866003,0,71.146927,0.000249782,85.804695,-0.000320852,73.920174,-0.006722212,106.547203,0.000862722,41.866173,0.002415603,51.123524,-0.00326878,68.77356,-0.000793856,79.11367,-0.001673114
5/29/2014,130.533768,0.006765002,86.115021,0.002413151,84.783646,0.018056879,121.962845,0.006011811,91.386063,0.00668266,105.854843,-0.001633809,21.84314,-0.005656553,36.083008,0.001969068,49.396935,0.013430719,88.91494,0.00207573,23.623043,0.002996267,153.308685,-0.002795864,73.801338,0.002757257,161.342789,0.003707059,24.153076,0.002971901,91.540359,0.004575729,50.556927,0.004857564,91.04895,0.008422773,51.323559,0.022788041,36.922337,0.008214166,36.428074,0.004593014,25.857271,-0.000337643,71.413391,0.003738268,86.392265,0.006824421,74.663315,0.010003093,106.91478,0.003443961,41.849335,-0.000402267,51.331562,0.004061063,69.183289,0.005939976,79.520584,0.005130227
5/30/2014,130.680466,0.001123201,86.322556,0.002407075,84.466072,-0.003752731,122.062119,0.000813638,90.177567,-0.01331229,106.261559,0.003834843,21.790033,-0.00243425,36.304871,0.006129858,49.067436,-0.006692781,88.265221,-0.007334026,23.667213,0.001868039,152.421692,-0.005802469,74.106148,0.004121636,161.869614,0.003259933,24.475592,0.013264633,92.176292,0.006923004,50.420822,-0.002695744,91.129822,0.000887831,51.465874,0.002769061,37.471493,0.014763751,36.680855,0.006915216,25.883474,0.001012858,71.759789,0.004838877,85.795502,-0.006931565,74.907906,0.003270565,106.795303,-0.001118122,42.051346,0.004815489,51.369823,0.000745092,69.902626,0.010343871,79.501671,-0.000237866
6/2/2014,130.469604,-0.001614873,86.690498,0.00425335,83.885605,-0.006895913,122.648735,0.004794369,91.527206,0.014855568,105.759659,-0.004734441,21.931646,0.006477953,36.260498,-0.00122298,49.434589,0.007454765,87.747208,-0.005886113,23.702551,0.001492007,152.631546,0.001375852,74.669594,0.00757447,163.037399,0.007188457,24.421843,-0.002198439,92.82135,0.006973717,50.221203,-0.003966917,91.668884,0.005897893,51.528137,0.001209061,37.334209,-0.00367042,36.59024,-0.002473419,25.95336,0.002696385,71.377861,-0.005336526,86.034218,0.00277852,74.757401,-0.002011222,107.879623,0.010102057,42.127094,0.001799701,51.056568,-0.006116704,69.893524,-0.000130218,79.747719,0.003090099
6/3/2014,130.992157,0.003997171,86.539551,-0.001742735,85.071877,0.014042485,122.630692,-0.000147122,92.171127,0.007010664,106.053879,0.002778106,21.84314,-0.004043703,36.278244,0.000489283,49.528744,0.001902827,88.142311,0.004492635,23.667213,-0.001492007,154.319702,0.010999617,74.948311,0.003725721,161.878418,-0.007134069,24.780193,0.014566728,93.084816,0.0028344,50.448044,0.004506667,91.147789,-0.005700754,51.510349,-0.000345269,36.876568,-0.012333702,36.032227,-0.015367806,25.848536,-0.004047116,70.995911,-0.005365467,85.758797,-0.003206431,75.143089,0.005145932,108.265572,0.003571205,41.487408,-0.015301137,50.530518,-0.010356724,69.847992,-0.00065166,79.378639,-0.004638838
6/4/2014,130.414566,-0.004419105,86.615028,0.000871788,86.043289,0.011354019,122.134315,-0.004055953,92.01236,-0.001724009,105.880791,-0.001633409,21.683828,-0.007320184,36.198383,-0.002203773,49.406345,-0.002474331,87.835022,-0.003492374,23.455183,-0.008999179,154.882416,0.003639785,74.827538,-0.001612717,162.001328,0.000758985,24.72644,-0.002171548,93.284691,0.002144933,50.52063,0.001437793,92.037262,0.009711273,51.528137,0.000345269,36.904022,0.000744207,36.308849,0.007647753,25.892212,0.001688264,70.933739,-0.000876096,86.915573,0.013398552,75.735733,0.007855934,107.640709,-0.005788296,41.369564,-0.002844518,50.55682,0.000520382,70.230423,0.005460255,79.719322,0.004282689
6/5/2014,131.743866,0.010141283,87.549004,0.010725348,86.380875,0.003915767,123.47905,0.010950124,94.349937,0.025087688,106.893318,0.009517461,21.860844,0.008130362,36.287121,0.002448436,49.538147,0.002664162,88.282799,0.005084982,23.649544,0.00825234,155.063629,0.00116932,74.678856,-0.001988972,163.292007,0.007935519,24.780193,0.002171548,93.775269,0.005245154,51.382599,0.016917807,92.046242,9.75644E-05,51.679352,0.002930313,37.718624,0.021833435,36.184845,-0.003421101,25.997036,0.004040303,71.155792,0.003125539,87.191017,0.003164087,75.067833,-0.008857939,108.587181,0.008754449,41.478989,0.002641568,50.745716,0.003729348,70.403442,0.002460561,80.230347,0.006389844
6/6/2014,132.59642,0.00645045,89.539604,0.022482348,86.143372,-0.002753273,124.769608,0.010397395,95.426109,0.011341616,107.473137,0.005409619,21.975897,0.005249171,36.375862,0.002442538,50.018284,0.009645599,89.204666,0.010388061,24.011755,0.015199669,158.506744,0.021961599,74.920433,0.003229657,163.634445,0.002094894,25.237095,0.018270271,93.73893,-0.000387587,51.691097,0.005985987,91.606003,-0.004794277,51.456974,-0.004312319,37.965744,0.006530302,36.356541,0.004733748,25.700031,-0.011490333,71.08474,-0.00099904,87.135612,-0.000635646,75.190102,0.001627455,109.257988,0.006158586,41.596825,0.002836832,50.93224,0.003668921,70.303268,-0.00142387,80.069473,-0.002007164
6/9/2014,133.219803,0.004690339,90.162262,0.006929928,87.52179,0.015874766,124.507874,-0.002099942,95.928902,0.005255093,107.628914,0.001448401,21.949348,-0.001208827,36.304871,-0.001953503,49.886482,-0.002638554,89.134438,-0.000787578,24.241447,0.009520352,158.325531,-0.001143905,74.892563,-0.000372064,163.502747,-0.000805155,25.004166,-0.009272485,93.775269,0.000387587,52.099392,0.007867717,91.084908,-0.005704678,51.537033,0.001554634,37.773544,-0.005075316,36.566391,0.005755407,25.638876,-0.002382405,71.138031,0.000749402,87.412643,0.003174265,75.030205,-0.002128834,110.351494,0.009958723,41.72308,0.003030611,50.83181,-0.001973782,70.121162,-0.002593653,80.892784,0.010229953
6/10/2014,132.898972,-0.002411188,89.888672,-0.003039031,88.0355,0.005852351,123.867096,-0.005159775,96.422882,0.005136226,108.46833,0.007768912,22.126352,0.008031861,36.446861,0.003903417,50.037113,0.003014926,89.081764,-0.000591125,24.214943,-0.001093932,158.668869,0.002166209,75.013344,0.001611425,161.808167,-0.010418312,25.299809,0.011754395,94.574753,0.008489394,52.53492,0.008324813,90.635681,-0.004944161,52.026257,0.009447897,37.627098,-0.003884481,36.394691,-0.004706627,25.769915,0.005097933,71.191345,0.000749164,87.818962,0.004637516,75.077225,0.000626485,109.469322,-0.008026326,41.680988,-0.001009351,51.231125,0.007824918,69.766037,-0.005077316,80.201965,-0.008576608
6/11/2014,132.38559,-0.00387043,89.699989,-0.00210128,87.671234,-0.004146301,121.024246,-0.023218279,95.875961,-0.005688255,108.329865,-0.001277363,22.161758,0.001598894,36.260498,-0.005126397,49.764095,-0.00547125,89.511986,0.004817893,23.98525,-0.009530864,157.781876,-0.005605898,74.149307,-0.011585295,160.017044,-0.011131145,25.022081,-0.011038171,93.866119,-0.007521058,51.963295,-0.010940487,90.222397,-0.004570266,52.310886,0.005455961,37.398277,-0.006099848,35.836681,-0.015450935,25.708765,-0.002375742,71.111397,-0.001123633,87.634262,-0.002105405,75.415901,0.004500891,108.706635,-0.006991514,41.554741,-0.003033483,50.855717,-0.007354713,69.347198,-0.006021573,79.785568,-0.00520538
6/12/2014,131.157196,-0.009322227,89.398102,-0.003371195,86.20475,-0.01686856,119.300491,-0.014345461,94.076477,-0.018947247,109.134682,0.007401856,21.825439,-0.015291975,36.139786,-0.003334576,48.954464,-0.01640318,89.25737,-0.002848544,23.817396,-0.00702282,158.287384,0.003198719,72.867188,-0.017442281,159.112701,-0.005667572,25.048956,0.001073475,93.148407,-0.007675506,51.754612,-0.004024055,89.629417,-0.006594119,52.24815,-0.001200011,37.141998,-0.006876283,35.660213,-0.004936392,25.726238,0.000679421,70.844925,-0.003754286,87.726616,0.001053302,75.080376,-0.004458922,107.374222,-0.012332697,41.276985,-0.006706538,50.638126,-0.004287774,68.955666,-0.005661966,78.356613,-0.018072267
6/13/2014,131.423004,0.002024586,89.483017,0.000949402,85.261337,-0.011004188,119.390717,0.000756006,94.182327,0.001124516,110.129875,0.009077617,21.860844,0.001620875,36.095089,-0.001237546,49.331039,0.007662917,90.126579,0.009691121,23.888071,0.002962975,158.220566,-0.00042222,72.532707,-0.004600851,160.289185,0.007366828,26.760103,0.066079934,93.148407,0,51.754612,0,90.285278,0.007290832,52.194386,-0.001029542,37.736927,0.01589076,35.588676,-0.002008088,25.79612,0.002712688,70.73835,-0.001505475,88.105217,0.004306405,74.834633,-0.003278434,107.319099,-0.000513505,41.394821,0.002850696,50.523346,-0.002269244,68.545914,-0.005959978,78.356613,0
6/16/2014,131.386337,-0.000279039,89.030174,-0.005073507,86.120689,0.01002858,119.616371,0.001888263,94.217613,0.000374586,111.237579,0.010007914,21.710384,-0.00690642,36.354378,0.00715782,49.236885,-0.00191044,90.36364,0.002626859,23.69371,-0.008169601,158.18248,-0.000240744,73.303848,0.010575513,160.104843,-0.001150721,26.885527,0.004676028,93.075714,-0.000780704,51.600357,-0.002984958,90.833359,0.006052195,52.04203,-0.00292328,37.984051,0.00652725,35.555298,-0.000938323,25.866003,0.002705388,70.782753,0.000627511,88.151382,0.000523839,73.719398,-0.015014819,107.392601,0.000684658,41.504238,0.002639766,50.272278,-0.004981735,68.600533,0.000796506,78.829773,0.006020387
6/17/2014,131.72554,0.002578395,89.303749,0.003068123,86.008606,-0.001302312,119.535141,-0.000679318,94.094124,-0.001311538,111.488548,0.002253612,21.683828,-0.001223942,36.586842,0.006374031,48.954464,-0.005752478,89.924652,-0.004869854,23.73789,0.001862894,160.442886,0.014188725,74.344398,0.01409522,160.025818,-0.000493705,26.831774,-0.00200133,92.603302,-0.005088491,52.099392,0.009624688,90.986092,0.001680052,52.033062,-0.000172337,38.148804,0.004328046,35.812832,0.00721709,25.752441,-0.004400062,70.685036,-0.001381474,87.929764,-0.002517227,73.880043,0.002176771,107.521248,0.001197196,41.420067,-0.002030069,50.408566,0.002707329,68.281837,-0.004656503,78.697289,-0.001682048
6/18/2014,132.312241,0.004444076,90.152817,0.009462728,86.101997,0.001085244,119.56221,0.000226427,94.808624,0.007564775,112.743378,0.011192368,21.798883,0.005292001,37.159073,0.0155193,49.444004,0.009950237,90.196823,0.003022085,23.755556,0.000743934,162.00705,0.009701824,74.985458,0.008585878,161.202347,0.007325225,26.813856,-0.000668013,93.402779,0.008596299,52.426048,0.006250288,91.057953,0.00078949,52.346733,0.006010204,38.121349,-0.000719941,36.347008,0.014805625,25.95336,0.007771662,70.871567,0.002635428,88.095985,0.001888599,74.862976,0.013216719,107.723404,0.001878384,41.596825,0.004258369,50.513779,0.00208503,68.928352,0.009423787,79.094742,0.005037692
6/19/2014,132.458923,0.001107991,89.690567,-0.005140595,85.803101,-0.003477457,119.869057,0.002563134,94.605759,-0.002142024,114.223198,0.013040166,21.86969,0.00324293,37.364723,0.005519057,49.020363,-0.008605014,90.109024,-0.00097389,23.987146,0.009701664,161.883072,-0.000765556,74.734627,-0.003350669,160.517517,-0.004257313,26.957195,0.005331469,94.311272,0.009679617,51.99052,-0.008342173,91.561096,0.005510315,52.24815,-0.001885045,37.993198,-0.003367323,36.075138,-0.00750796,25.848536,-0.004047116,71.271271,0.005623991,88.280663,0.002094133,76.09166,0.01627921,108.045036,0.002981272,41.638912,0.001011272,50.291401,-0.004412042,69.083145,0.002243191,79.274544,0.002270669
6/20/2014,133.073135,0.004626282,90.13398,0.004931628,84.915749,-0.010395571,119.219276,-0.005435502,96.484627,0.019665338,114.5261,0.002648333,21.975897,0.004844602,37.275307,-0.002395927,49.396935,0.007652595,91.162628,0.011624717,24.022772,0.00148411,161.987961,0.000647721,74.483772,-0.003362256,159.402451,-0.006970934,27.055744,0.003649093,95.637695,0.013966326,52.217346,0.004353344,91.570076,9.80718E-05,52.803791,0.010578504,38.148804,0.004087264,35.817604,-0.007164426,26.014509,0.006400456,70.995911,-0.003871031,87.347992,-0.010621043,76.942253,0.011116513,108.421768,0.00348074,41.571579,-0.001618378,50.092934,-0.003954148,68.910141,-0.002507428,78.375526,-0.011405358
6/23/2014,132.092224,-0.007398519,90.105652,-0.000314337,84.841003,-0.000880625,118.091164,-0.009507551,95.955345,-0.005500763,115.079918,0.004824082,21.860844,-0.005249171,37.311069,0.000958942,49.792343,0.007972839,91.645531,0.005283179,23.764465,-0.010810816,162.369492,0.002352535,74.920433,0.005845381,159.920456,0.003244399,27.082617,0.000992753,95.165268,-0.004951998,52.79805,0.01105952,91.561096,-9.80718E-05,52.427391,-0.007153804,38.432541,0.007410115,35.98452,0.004649342,25.726238,-0.011143016,70.631744,-0.005142609,87.680435,0.003798736,77.017876,0.000982371,107.631516,-0.007315376,41.85775,0.006860228,50.088146,-9.55869E-05,69.010284,0.001452185,78.318748,-0.000724698
6/24/2014,131.175491,-0.006964293,89.086769,-0.011372066,84.327286,-0.006073462,116.556908,-0.013077268,95.099724,-0.00895686,114.032822,-0.009140507,21.710384,-0.00690642,37.418362,0.002871508,49.255722,-0.010835674,90.196823,-0.015934007,23.67539,-0.003755286,160.452438,-0.011876991,74.725327,-0.002607573,158.814178,-0.006941715,27.324505,0.008891836,95.019905,-0.001528647,52.099392,-0.013320979,91.165756,-0.004327121,51.9076,-0.009963969,38.212872,-0.0057321,35.760372,-0.006248493,25.595201,-0.005106532,70.178757,-0.006434017,87.421875,-0.002953247,77.254135,0.003062891,106.299095,-0.012456733,41.478989,-0.009089955,49.686424,-0.008052636,69.174187,0.002372236,78.243042,-0.000967107
6/25/2014,131.688843,0.003905837,89.284889,0.00222143,84.402016,0.000885798,114.670708,-0.016315022,95.655449,0.005826595,113.565475,-0.004106776,21.87854,0.007715576,37.516708,0.002624834,49.528744,0.005527644,89.678795,-0.005759863,23.532879,-0.006037562,160.59549,0.000891157,74.818237,0.001242581,158.673676,-0.000885086,27.664942,0.012382061,96.08287,0.011124652,52.199203,0.001913948,91.291565,0.001379051,52.750023,0.016098993,38.469151,0.006684225,36.471004,0.019677181,26.031981,0.016920948,70.454102,0.003915804,87.597313,0.002004787,77.821213,0.007313613,106.70343,0.003796532,41.588409,0.002634489,49.990108,0.006093409,68.855515,-0.004617449,79.397568,0.014647833
6/26/2014,131.762177,0.000556718,88.964127,-0.003599036,84.906403,0.005958221,115.537102,0.007527096,95.726013,0.000737417,113.297234,-0.002364788,21.816587,-0.002835696,37.579308,0.001667199,49.067436,-0.009357591,89.582214,-0.001077546,23.41708,-0.004932879,160.242554,-0.002200089,75.022629,0.002728123,158.366348,-0.001938734,27.575356,-0.003243505,95.982918,-0.00104081,52.072178,-0.002436432,91.201698,-0.00098488,52.454281,-0.005622256,38.185413,-0.007403063,36.657013,0.005087227,25.848536,-0.007071856,69.832336,-0.008864293,87.181778,-0.004754983,77.773949,-0.000607525,106.363426,-0.003191527,41.420067,-0.004056025,49.966202,-0.000478329,68.20903,-0.009433363,79.918053,0.006534034
6/27/2014,131.72554,-0.000278093,89.558487,0.006658677,85.915199,0.011811243,116.006393,0.004053594,95.955345,0.002392847,112.812607,-0.004286658,21.860844,0.002026539,37.722351,0.003799204,48.587303,-0.009833355,88.862251,-0.008069367,23.541782,0.005311129,159.069443,-0.007347775,75.375679,0.004694875,159.542923,0.007401988,27.709738,0.004861428,95.383316,-0.00626656,52.199203,0.002436432,91.156784,-0.00049259,51.558086,-0.017232897,38.670517,0.012623891,37.048084,0.010611876,25.918419,0.002699909,70.187637,0.005075015,86.729286,-0.005203729,77.499878,-0.003530167,107.126122,0.007145073,41.512661,0.002232992,50.042709,0.001530004,68.600533,0.005723344,80.722443,0.010014869
6/30/2014,131.313004,-0.003136699,89.501877,-0.000632301,86.802559,0.010275351,114.824135,-0.010243605,95.858322,-0.001011638,112.97702,0.001456338,21.993599,0.006054365,37.874363,0.004021662,48.446091,-0.002910588,88.396927,-0.005250223,23.408175,-0.00569148,159.698944,0.003949587,75.217735,-0.002097622,159.156601,-0.002424366,27.682861,-0.000970419,95.047173,-0.003530352,52.280869,0.001563284,90.509895,-0.007121743,51.844864,0.005546819,38.16711,-0.013103325,36.986092,-0.001674686,25.927153,0.000336924,69.805695,-0.005456588,86.86779,0.001595695,77.263596,-0.003053462,106.087753,-0.00974024,41.184395,-0.007939043,50.384651,0.006809764,68.354713,-0.00358979,81.138832,0.005145022
7/1/2014,132.523071,0.009172934,89.95472,0.005046835,87.353645,0.006328662,115.654419,0.007204901,96.299385,0.004590644,112.968369,-7.6576E-05,22.197161,0.009212941,37.811771,-0.001653989,48.521404,0.001553366,88.993958,0.006731273,23.515064,0.004555917,159.098053,-0.003769745,76.016739,0.010566525,163.616882,0.02763898,27.754534,0.002585729,96.1828,0.011877221,52.600655,0.006098061,90.743477,0.00257741,52.436359,0.01134435,38.322708,0.004068469,37.20071,0.005785897,26.276575,0.01338706,70.418571,0.008741424,87.920517,0.012045883,77.395905,0.001710972,106.528831,0.004149052,41.554741,0.008952196,51.231125,0.016660672,68.545914,0.002793283,81.829659,0.008478095
